name,address,phone,email,website,opening_hours,cuisine,outdoor_seating,takeaway,delivery,wheelchair,payment_methods,source,location,amenity,shop
פלורנטינה,"56 אברבנאל, תל אביב-יפו",+972 3 605 0061,,https://florentina.rol.co.il/,Su-Th 11:00+; Sa (Sunset+01:00)+,,yes,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
סטודיו,10 ניסים אלוני,035444024,,,,asian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
ספייסי גריל בר,Address not available,,,,,burger,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Japanika,"2 זאב ז'בוטינסקי, רמת גן",,,https://www.japanika.net/,,asian;japanese,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
416,16 הארבעה,+972 3-775-5066,,https://www.416tlv.com/,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
אוליברי,Address not available,,,https://www.olivery.co.il,,italian;pasta;pizza;seafood;spanish,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Port 19,"20 הרצל, תל אביב-יפו",+972 3 670 7929,,https://port-19.co.il/,Su 12:00-23:00; Mo-Fr 12:00-03:00; Sa 12:00-00:00,burger;hot_dog,,,,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
אלגריה,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
כספי,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Moses,Address not available,,,,,burger,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Frischman,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Guetta,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Davi,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Jusa,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Pita Pita,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Miznon,23 אבן גבירול,,,https://miznon.com,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Restoran,Address not available,,,,,burger,,,,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Meat Bar Burger - Dizengoff,"13 בן עמי, תל אביב-יפו",,,https://www.mbburgers.com,Mo-Su 12:00-00:00,burger,yes,yes,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Israel,"51 Yigal Alon St, Tel Aviv-Yafo, 61210",,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Chapo Burger,"55 עוזיאל, רמת גן",+972503435383,,,"Su 14:00-04:00, Mo-Th, Sa 12:00-04:00, Fr 18:00-04:00",burger,,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
חומוס המעיין,2 צבי,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,26 נחליאל,,,,,grill;local,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Michelangelo,Address not available,,,,,coffee_shop,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
המלביה,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
פלאפל 4 טעמים,Address not available,,,,,middle_eastern,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
פאצה,Address not available,,,,,pizza,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Kaful,Tel Aviv,,,,,regional,yes,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Pastell,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Pizza Lila,"4 מרחביה, תל אביב-יפו",+972 3 516 8244,,,Sa-Th 09:00-23:00,pizza,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Meatos Grill & Bar,Address not available,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
הקוסם,Address not available,+97235252033,,https://saronamarket.co.il/2022/01/30/hakosem/,,middle_eastern;falafel,no,only,,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
מיס וי,"16 תובל, רמת גן, 5252204",+972559591601,,https://missv.co.il/,Mo-Th 11:00-23:00; Su 11:00-23:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Gorkha Kitchen,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
גרין רול סושי בק,15 אחד העם,+97235245731,,https://thegreenroll.co.il,,japanese;sushi,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Kapara Mio,105 המלך ג'ורג',+972586614940,,https://www.instagram.com/kaparamio/,"Su-Th 12:30-16:30, 17:00-23:30; Sa 18:00-23:30; ",italian;pasta;salad,,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
El Mano,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Halevantini,170 בן יהודה,+972 36324444,,https://halevantini.co.il,Su-Th 11:00 - 17:00,regional;shawarma;hummus,,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
הקטן,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,13 ירמיהו,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
ליי פו,31 בוגרשוב,,,https://laifu.co.il/,,japanese,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
כשר למהדריז,Address not available,,,,,italian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,170 Ben Yehuda St,+97236234444,,http://Haleventini.co.il,Su-Sa 11:00-22:00,mediterranean,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Olio,Address not available,,,,,italian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Joseph 'N' Sons,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
GoNoodles!,Address not available,,,,,noodle,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
אסתריקה,110 ז'בוטינסקי,03-619-9665,,,Su-Th 12:00-23:00,italian_pizza;pizza,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
חינאווי גריל,"25 קרליבך, תל אביב-יפו",,,,,middle_eastern,no,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,16 בר כוכבא,,,,,sandwich;salad,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Shipudi,18 בן גוריון,,,,,kebab,,,,yes,"Cash, Credit Cards, Debit Cards",OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Frame Chef & Sushi Bar,"38 המסגר, תל אביב-יפו",,,https://frame-sushibar.co.il/,,cafe;sushi;burger,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
פסטיטו,Address not available,,,,,pasta,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Cantina,Address not available,,,,,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
פריז טקסס גבעתיים,Address not available,,,,,burger,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Jango,"12 הלל הזקן, תל אביב-יפו",+972 3 631 7773,,https://www.jango-telaviv.co.il/,Su-Th 18:00-00:00; Fr-Sa 12:00-00:00,burger;meat,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Lunel,"72 אברבנאל, תל אביב-יפו",+972 77 980 0339,,,Su-Th 18:00-23:30; Fr-Sa 09:00-23:30,middle_eastern;brasserie,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Fresh The Market,Address not available,,,,,,,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Salt,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Pizza Hut,"15 ברודצקי, תל אביב יפו",+972 1-700-50-60-70,,https://www.pizzahut.co.il/branch/%d7%aa%d7%9c-%d7%90%d7%91%d7%99%d7%91-%d7%a8%d7%9e%d7%aa-%d7%90%d7%91%d7%99%d7%91/,"Su-Tu, Th 11:00-23:30; We 11:00-23:00; Fr 11:00-22:30; Sa 11:00-00:00",pizza,yes,yes,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
דבוש,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Luciana,109 כצנלסון,,,,,italian,,,,,"Cash, Credit Cards, Debit Cards",OpenStreetMap,"32.0852997, 34.7818064",restaurant,
שמעיה,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
רטרו ביס,Address not available,+972 58 782 4241,,,,regional,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Radler,"48 נחלת בנימין, תל אביב-יפו",+972 3 728 3830,,https://radlertlv.com/,"Su-Th 19:00-00:00; Fr 12:00-15:00, 18:00-23:00; Sa 12:00-15:00, 19:00-23:00",,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Trigger Meat & Wine,"21 מונטיפיורי, תל אביב-יפו",+972 3 915 1144,,https://www.trigertlv.co.il,Su-Sa 12:00-23:00,meat,,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
גשן,"30 נחלת בנימין, תל אביב-יפו",+972 3 560 0766,goshen@ogidek.co.il,https://goshentlv.co.il/,Su-Th 12:00-22:30; Sa (sunset+01:00)+,meat,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Mirage,"9 יפו, תל אביב-יפו",,,,Su-Sa 08:00-00:00,,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Samui,"6 זבולון, תל אביב-יפו",,,,,thai,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
La Tiger,"9 הרב יצחק ידידיה פרנקל, תל אביב-יפו",+972 3 632 5359,,https://www.latigre.co.il/,Mo-Th 17:00-01:00; Fr-Sa 13:00-01:00,pizza,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Babacim,"44 דרך שלמה, תל אביב-יפו",,,,,turkish,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Almaz Mendel,"4 הרב יצחק ידידיה פרנקל, תל אביב-יפו",+972 72 393 6452,,https://almazrestaurant.co.il/,Su-Th 12:00-01:00; Fr 11:00-17:00,ethiopian,,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
נונה,"20 הרצל, תל אביב-יפו",,,,,middle_eastern,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Nuchi,Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
מסעדת שמוליק כהן,"146 הרצל, תל אביב",+972 3 681 0222,,https://scrdeli.com/,,,,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Cafe Europa,"9 שדרות רוטשילד, תל אביב-יפו",+972 3 525 9987,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
אייל בפסאג',Address not available,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Lava,Address not available,,,https://www.instagram.com/lavatelaviv/,Su-Tu 18:00-23:00; We-Sa 18:00-24:00,italian,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Unknown,22 רבי עקיבא,+972 50-444-1426,,https://www.eisan.co.il/,Mo-Su 11:45-23:00,asian;thai,yes,yes,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Greco,Address not available,,,,,greek,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
שנסקי ברנסקי,"97 אלנבי, תל אביב-יפו",,,,,burger,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
למעלה,"6 שביל המפעל, תל אביב",+972 3 682 3486,lemalafood@gmail.com,,,mexican,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Koko Neko,"5 פלורנטין, תל אביב-יפו",,,,,ramen;japanese,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
תחנת האוכל,"22 נחלת יצחק, תל אביב-יפו",,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Beina,"4 טשרניחובסקי, תל אביב-יפו",,,,,french;mediterranean,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
ציפי ובניו,"34 פלורנטין, תל אביב-יפו",,,,,,,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
אוניגירי-יה,"36 פלורנטין, תל אביב-יפו",,,,,japanese,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
דדה,"16 אוריאל אקוסטה, תל אביב-יפו",+972 54 991 0145,,,"Su-Fr 08:00-02:00, Sa 10:00-02:00",,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Zoko,"94ב יגאל אלון, תל אביב",,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
PokeShop,"10 הרצל, תל אביב-יפו",+972 3 653 0883,,https://pokeshop.co.il/,Su-Th 11:00-23:00,hawaiian,,yes,,,"Cash, Credit Cards",OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Kansai,"94 יגאל אלון, תל אביב",+972 3 602 7707,,https://kansai.co.il/telaviv/,Su-Th 11:00-23:00; Sa (sunset+01:00)-23:00,sushi,,,yes,limited,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Chicken Station,"94 יגאל אלון, תל אביב",,,https://www.chickenstation.co.il/,Su-Th 11:00-17:00,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Passador,"94 יגאל אלון, תל אביב",+972 3 649 3932,eat@passador.co.il,https://www.passador.co.il/,Su-Th 17:00-23:00; Sa 19:00-23:30,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
מידל איסט,"94 יגאל אלון, תל אביב",,,,Su-Th 10:00-17:00,middle_eastern,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
גווידו,"34 שדרות דוד בן גוריון, Tel Aviv",,,,Su-Sa 12:00-23:00,italian,,yes,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Yan,"40 שדרות דוד בן גוריון, Tel Aviv",+972 3 794 3529,,https://www.yansushi.co.il/,Su-Fr 12:00-00:00; Sa 13:00-00:00,sushi,,,yes,limited,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Oshi Oshi,Address not available,,,,,japanese,,yes,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Market Vegan,Address not available,+97235525808,,,Su-Th 09:00-21:00,indian;thai;moroccan;persian;french,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Hummus HaMeshorer,Address not available,03-687-8635,,,,humus,,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Zozobra,"96 החשמונאים, תל אביב-יפו",,,https://zozobra.co.il/,Su-We 12:00-22:00; Th-Sa 12:00-22:30,asian,,,yes,yes,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Sho? - Ukrainian Traditional Food,3 קרליבך,+972586076070,,,Mo-Sa 12:00-23:00,ukrainian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Calabria,"29 המלך ג׳ורג׳, תל אביב-יפו",,,,Su-Th 17:00-23:30; Sa 12:00+,italian,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Gallianno,"17 אברבנאל, תל אביב-יפו",+972 58 470 4555,,,,,yes,,yes,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
אלאדין,5 מפרץ שלמה,,,,,,,,,no,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
Brooklyn Pizza,"276 דיזנגוף, תל אביב-יפו",+972 3-6877748,,https://www.brooklynpizza.co.il/,,pizza,yes,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
אמורה מיו,100 אבן גבירול,,,,,,,,,,,OpenStreetMap,"32.0852997, 34.7818064",restaurant,
