name,address,phone,email,website,opening_hours,cuisine,outdoor_seating,takeaway,delivery,wheelchair,payment_methods,source,location,amenity,shop
Spoon and Pork,"3131 West Sunset Boulevard, 90026",+1 323-922-6061,,https://www.spoonandpork.com/,"Mo off; Tu-Su 12:00-15:00,17:00-21:00",filipino,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Fat Dragon,3500 West Sunset Boulevard,+1 323-667-9193,,https://fatdragonla.com/,Mo-Fr 17:00-22:00; Sa-Su 11:30-22:00,chinese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Kato,"777 South Alameda Street, Los Angeles, CA, 90021",+1-213-797-5770,,https://www.katorestaurant.com/,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Hayato,"1320 East 7th Street, Los Angeles, CA, 90021",,,https://hayatorestaurant.com/,,japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Al & Bea's Mexican Food,"2025 East 1st Street, Los Angeles, CA, 90033",+1 (323) 267-8810,,,Tu-Sa 10:00-19:00,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
King Taco,"2400 East Cesar E Chavez Avenue, Los Angeles, CA, 90033",+1 (323) 264-3940,,https://kingtaco.com/,Su-Th 8:30-24:00; Fr-Sa 8:30-3:00,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Shekarchi Bar & Grill,"920 South Olive Street, 90015",(213) 892-8535,,https://shekarchirestaurant.com/,,mediterranean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Art Room,"908 South Olive Street, 90015",(213) 669-6100,,http://artroomdtla.com,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Tamon Restaurant,"328 East 1st Street, Los Angeles, CA, 90012",2136177839,,https://group.bishamon-ten.com/tamon/,,japanese;sushi,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
East Garden Restaurant,750 North Hill Street,+1 213-262-0723,,http://www.east-garden-restaurant.com/,08:30-21:00,chinese,,,,,"Cash, Credit Cards, Debit Cards",OpenStreetMap,"34.0536909, -118.242766",restaurant,
Cabra,Address not available,,,,,peruvian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Moonlark's Dinette,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Cara Cara,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Caldo Verde,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Kombu Sushi,300 Santa Fe Avenue,+1 323-663-1048,,https://kombula.com,12:00-21:00,japanese;sushi,no,yes,,,"Cash, Credit Cards, Debit Cards",OpenStreetMap,"34.0536909, -118.242766",restaurant,
Don Lino's,"3525 West 3rd Street, CA, 90020",,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Biriyani Kabob House,"3525 West 3rd Street, Little Bangladesh, CA, 90020",,,,,kebab;bangladeshi;indian;pakistani,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Lokals Only Community Kitchen,"635 North Broadway, 90039",,,https://marianainla.com/2021/09/27/meet-jamie-sameshima-co-owner-of-lokels-only-chinatown/,,curry;regional;turkish,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Lokals Only,"635 North Broadway, 99039",,,https://marianainla.com/2021/09/27/meet-jamie-sameshima-co-owner-of-lokels-only-chinatown/,,american;curry;turkish,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Rikas,"3553 West 3rd Street, Little Bangladesh, CA, 90020",,,,,peruvian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Emanuel,"3555 West 3rd Street, Little Bangladesh, CA, 90020",,,,,salvadoran,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Fratelli's,"3557 West 3rd Street, Little Bangladesh, CA, 90020",,,,,pizza,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Bagnet Tea House,Address not available,,,,,filipino,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Manila Sunset,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Las Flautas,Address not available,,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
El 7 Mares,Address not available,,,,,seafood,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Don Chuy,Address not available,,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Birrieria Nochistlan Zac,Address not available,,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Kimbap Paradise,Address not available,,,,"Mo-Fr 10:00-02:00, Sa 07:00-02:00, Su 07:00-23:00",korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Fathers Office,905 East 2nd Street,+1 310-736-2224,,https://fathersoffice.com/location/downtown-la/,Mo-Tu off; We-Th 17:00-22:00; Fr-Sa 17:00-23:00; Su 16:00-22:00,burger;american,,,,yes,"Cash, Credit Cards, Debit Cards",OpenStreetMap,"34.0536909, -118.242766",restaurant,
De La Nonna,Address not available,,,,,italian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Los Burritos Home Made Mexican Food,"1312 Echo Park Avenue, 90026",+1 213-977-9102,,https://www.losburritostheoriginal.com/echo-park,10:00-21:00,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Lonely Oyster,1320 Echo Park Avenue,+1 213-221-7615,,https://thelonelyoyster.com/,"Mo,Su 12:00-24:00; Tu-Sa 12:00-02:00",,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Génesis Restaurante & Pupuseria,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Five Star Chinese Food,Address not available,(323) 276-1269,,,,chinese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Little Rodeo Mexican Restaurant,"3500 N Broadway, Los Angeles, CA, 90031",(323) 221-2801,,https://www.rodeomexicangrill.com/order-online,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Go! Pocha,"401 South Vermont Avenue, 90020",,,,Mo-Su 17:00-02:00,korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
California Hot Chicken,"3335 South Figueroa Street, 90007",+12135365194,,http://californiahotchicken.square.site,Mo-Su 12:00-00:00,chicken,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Blaze Pizza,"3335 South Figueroa Street, 90007",+12138142485,,https://locations.blazepizza.com/ca/los-angeles/3335-s.-figueroa-st.?,Mo-Su 11:00-21:00,pizza,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Village Mart & Deli,"2200 North Soto Street, Los Angeles, CA, 90032",(323) 227-1665,,https://thevillagemartdeli.com,Mo-Fr 07:00-18:00; Sa 8:00-15:00,sandwich,yes,,yes,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Roberto's Family Restaurant,"3112 North Broadway, Los Angeles, CA, 90031",,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
El Huarachito,"3010 North Broadway, Los Angeles, CA, 90031",(323) 223-0476,,http://www.elhuarachito.com/,Mo-Su 07:00-15:00,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Maracas Cafe & Catering,"3300 North Broadway, Los Angeles, CA, 90031",(323) 225-0506,,https://maracascatering.com/,Mo-Su 07:00-15:00,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Kailey's Restaurant Salvadorean & Mexican Food,"3600 North Broadway, Los Angeles, CA, 90031",(323) 343-9320,,http://kaileysrestaurant.com/,Su-Mo 10:00-18:00; We-Sa 10:00-18:00,mexican;salvadorean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
kodō,710 South Santa Fe Avenue,+1 213-302-8010,,https://kodo.la,"We-Su 11:00-14:30, 17:30-23:00",japanese,,,,yes,"Cash, Credit Cards, Debit Cards",OpenStreetMap,"34.0536909, -118.242766",restaurant,
Brooklyn Ave Pizza Co,"2706 East Cesar E Chavez Avenue, Los Angeles, CA, 90033",+1-323-968-1106,,https://brooklynavepizzaco.com/,"Fr-Su 11:00-23:00,Tu-Th 11:00-22:00",pizza,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Santa Cecilia Restaurant,"1707 Pleasant Avenue, Los Angeles, CA, 90033",+1-323-980-0716,,,08:00-18:00,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
X'tiosu Kitchen,"923 Forest Avenue, Los Angeles, CA, 90033",+1-323-526-8844,,,Su 11:30-18:00; Tu-Sa 11:30-19:00,mediterranean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Rosemary Grill,90014,+18557452262,,https://rosemary-grill.com/,Mo-Su 10:30-22:00,mediterranean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Patxi's Pizza,"3317 North Mission Road, Los Angeles, CA, 90031",+1-562-378-7354,,https://patxispizza.com/location/los-angeles,Fr-Sa 11:00-21:00; Su-Th 11:00-20:00,pizza,no,only,yes,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Dan Sung Sa,3317 West 6th Street,,,,,korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Seongbukdong,3303 West 6th Street,,,,,korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Bruxie,"3201 South Hoover Street, Los Angeles, CA, 90089",,,https://www.bruxie.com/,Mo-Su 08:00-22:00,chicken,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Cali Chilli Kitchen and Bar,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Open Market,3339 Wilshire Boulevard,+1 212-232-3851,,https://openmarket.la,Mo-Fr 08:00-17:00; Sa-Su 08:00-15:00,sandwich;breakfast,,,,yes,"Cash, Credit Cards, Debit Cards",OpenStreetMap,"34.0536909, -118.242766",restaurant,
Levant,Address not available,,,,Tu-Sa 10:00-22:00; Su 10:00-15:00,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Bo Daddy's BBQ,"1415 South Hill Street, Los Angeles, CA, 90015",+12135365210,,https://www.bodaddys.com/,We-Su 11:30-18:30,barbecue,,yes,yes,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Trattoria 25,"2501 South Santa Fe Avenue, Vernon, CA",+1-323-744–2563,,https://www.trattoria25.com/,,italian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Flamebachi,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Combo A,Address not available,,,,,asian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Northern Cafe,2904 South Figueroa Street,+12137419050,,https://www.northerncafe.us/,"Mo-Sa 11:00-23:00, Su 11:00-21:30",chinese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Ono Hawaiian BBQ,3010 South Figueroa Street,+12137459888,,https://www.onohawaiianbbq.com/,Mo-Su 10:00-24:00,barbecue;hawaiian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Viztango Cafe,3017 South Figueroa Street,+12137458050,,http://www.viztangocafefig.com/,"Mo-We 11:00-20:00, Th 11:00-20:30, Fr-Sa 11:00-21:00",italian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Momota Ramen House,3019 South Figueroa Street,+12139735488,,,"Mo-Th 11:30-21:30, Fr-Su 11:30-22:00",ramen;japanese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Happy Taco,"1309 Hoover Street, Los Angeles, CA, 90006, US",+1 213-352-9313,,https://happytaco1.com,08:00-23:00,mexican,,,08:00-21:30,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Unknown,"2400 West Pico Boulevard, Los Angeles, CA, 90006",+1 323-346-2001,,https://leostacotruck.com,"Mo-Th 17:00-01:00; Fr,Sa 17:00-02:00",mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Unknown,"2212 West Pico Boulevard, Los Angeles, CA, 90006",+1 213-365-0074,,,10:00-20:00,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
ABC Seafood,205 Ord Street,+1 213-680-2887,,http://www.abc-seafood-restaurant.com/,,chinese,,,,,"Cash, Credit Cards, Debit Cards",OpenStreetMap,"34.0536909, -118.242766",restaurant,
Mama Lu's Dumpling House,Address not available,,,,,chinese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Phoenix Inn Chinese Cuisine,Address not available,,,,,chinese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Saigon Deli,Address not available,,,,,vietnamese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Zinc Market & Cafe,"580 Mateo Street, Los Angeles, CA, 90013",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Detroit Vesey's,"2028 East 7th Street, Los Angeles, CA, 90021",+1 213-278-0098,,https://www.detroitveseys.com/,,coffee_shop;burger;sandwich;chicken;ice_cream,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Bike Shed Moto Co.,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Denny's,Address not available,,,,24/7,american,yes,yes,,yes,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Guisado's,"2100 Cesar E Chavez Avenue, Los Angeles, 90013",,,http://www.guisados.co/,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Bahia Ensenada,"2605 East Cesar E Chavez Avenue, Los Angeles, CA, 90033, US",,,,09:00-17:00,mexican,,yes,no,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Natural Selection,"646 South Main Street, Los Angeles, 90014",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Rodeo Mexican Grill,"1721 West Sunset Boulevard, Los Angeles, CA, 90026",+1 213-483-8311,,https://rodeomexicangrill.com,"Mo-Th,Su 08:30-21:00; Fr-Sa 08:30-22:00",breakfast;burger;sandwich;mexican,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Leela Thai,Address not available,,,,,thai,,yes,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Mariscos 4 Vientos,Address not available,,,,,mexican;seafood,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Soowon Galbi,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Puertos Del Pacifico,"1240 Soto Street, los angeles, 90023",3232620203,,http://www.puertosdelpacifico.net,Mo-Th 10:00-22:00; Fr-Su 10:00-12:00,mexican,,,,yes,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Urth Cafe,"459 South Hewitt Street, Los Angeles, CA, 90013, US",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Catch 21 Seafood,"441 Central Avenue, Los Angeles, 90013, US",(213) 485-1614,,,,seafood,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Sonagi Korean BBQ,Address not available,,,,,korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Yengmani,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
TGI Korean BBQ,"2585 West Olympic Boulevard, Los Angeles, CA, 90006",+12133757066,,,,korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
The Dragon Restaurant,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Rain,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Fisherman's Outlet,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Maccheroni Republic,"332 South Broadway, Los Angeles, CA, 90013",,,https://www.maccheronirepublic.com/,,pasta,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Chaya,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Kiku Teriyaki,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Q,"521 West 7th Street, Los Angeles, CA, 90014",213.225.6285,,,"Tu-Fr 12:00-13:30, Tu-Sa 18:00-21:00",sushi,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Hill Grill,"1061 Hill Street, Los Angeles, CA, 90015",2135365779,,http://hillgrilldtla.com/,"Mo-Tu 08:00-18:00,We-Fr 08:00-21:00,Sa-Su 10:00-18:00",american;burger;mexican;sandwich;breakfast;lunch;fast_food;salad,,yes,yes,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
DAMA,"612 East 11th Street, Los Angeles, CA, 90015",,,,,latin_american;bar,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Taco House 3,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Edmondson Faculty Center,Address not available,,,https://www.theedmondson.com/,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
King Taco (addition),"1118 Cypress Avenue, Los Angeles, CA, 90065",,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
IHOP,Address not available,,,,,breakfast;pancake,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Dino's Burgers,"2817 North Main Street, Los Angeles, CA, 90031",,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Maya's Restaurant,"200 South Ave 19, Los Angeles, CA, 90031",,,,,mexican,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Golden Dragon Restaurant,Address not available,,,,,chinese,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
King Cole Pizza,Address not available,,,,,pizza,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Cemitas Poblanas Juquilita,"532 S Lorena St, Los Angeles, CA, 90063",323-261-0390,,https://www.cemitaspoblanasjuquilita.com/,Mo-Sa 10:00-22:00; Su 10:00-21:00,mexican,yes,yes,no,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Traxx,Address not available,,,,Mo-Fr 11:00-20:00; Sa 11:30-16:00,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Drago,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Taix,1911 Sunset Boulevard,+1 213-484-1265,,http://taixfrench.com/,"Mo-Tu off; We-Th,Su 17:00-22:00; Fr-Sa 17:00-23:00",french,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Jemps Burgers,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Chicas Tacos,Address not available,,,,,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Abernethy's,Address not available,,,,Mo-Sa 17:00-20:00,,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Pulgarcito,"2500 West Pico Boulevard, Los Angeles, CA, 90006",,,,,salvadoran,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
천하만두 Dumpling House,"3252 West 3rd Street, CA, 90020",,,,,korean,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
La Morenita Oaxaqueña,"3550 West 3rd Street, Little Bangladesh, CA, 90020",,,,,oaxacan,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
Hawaiian B.B.Q. House,"3552 West 3rd Street, Little Bangladesh, CA, 90020",,,,,hawaiian,,,,,,OpenStreetMap,"34.0536909, -118.242766",restaurant,
